sentence	label
他也去不去？	0
张三说李四那本小说读完了。	0
张三被警察秘密地逮捕了。	1
妈妈呀，对朱自清写的散文很爱看。	0
我逼李四他来。	0
他到底不想买什么？	1
三个人，我知道吃得完五碗饭。	0
一位匹茨堡的四肢瘫痪病人必须在脑电波的帮助下才能吃饭，所以医院为他配备了专门的设备。	1
最多两个人为什么说你辞职？	0
他走进屋里来拿东西。	1
中国人就是这样谈恋爱的。	1
他踢断了那条木板。	1
她写了两题数学一个小时。	0
这条河现在比那条河过去深宽。	0
小刚责怪我给他增加了负担。	1
他训练马训练得很好。	1
买了地毯的那三个人。	1
秀女儿急得哭了。	1
美国当局曾从不怀疑飞碟是其他国家的秘密武器。	0
“叮铃铃”一阵电话铃声响起。	1
阿Q给我写了一封信。	1
那些人都来了。	1
他后悔酒后说了些什么。	1
上有亲友相助。	1
老王吧，你先带过来给我看一下！	1
张三这场比赛中与能踢前卫了。	0
张三因为你骂他比因为你打他还要生气。	0
张三今天昨天开心。	0
跟张三比起来，李四高高的。	1
他把了你害了。	0
这首歌，玛丽唱起来很好听。	1
他买书不？	1
请你告诉他邓小平逝世的消息。	1
我张三比代数喜欢。	0
他到来学校拿东西。	0
两只猫在院子里打架。	1
小王啤酒喝得多猛啊！	1
三天没吃饭了。	1
他吃了一碗饭。	1
张三呆到家里。	0
孩子吃饱了。	1
地震到处跑。	0
张三感动了玛丽。	1
张三跑得快吗？	1
学校里发生了谋杀案。	1
我被他骗了。	1
老爷子从来不注意门前那条臭水沟。	1
张三高高的。	1
他跑起新闻来，勇气令人咋舌。	0
我怪不得谁。	1
你吃了饭没呢？	1
张三没有来，我不知道是怎么。	0
李四看到张三的地方。	0
我准时到你那里去。	1
花落到一半。	0
他以为全部学生，他都喜欢。	0
他能吃我不能的菜。	0
有三个老师看到百分之五的学生。	0
小芳和小梅都很高。	1
张三打了李四，但我不知道是用什么东西。	1
张三是喜欢看电影的。	1
他们到达了山顶了。	1
小张随随便便地熬了一锅汤。	1
如果一个人很聪明，我就马上去找他帮忙。	1
我开车的技巧很差。	1
三个学生，我知道在学校受伤了。	0
他推了一辆脚踏车过来。	1
李四吃汉堡吃了慢慢。	0
无论谁都可以来。	1
他敢吃我不能的菜。	0
玛丽喜欢李四去找他。	1
我写了信。	1
他不会做起事来很用心。	0
妈妈的手起了层鳞，叫她给搓搓背顶解痒痒了。可是我不敢常劳动她，她的手是洗粗了的。	0
他们很紧地都抱着球。	0
我跟同他们都一样高。	0
他的表演改进得很慢。	1
跟李四，张三一样胖。	0
不少议员根本抵制用土地换和平。	1
同学闹哄哄的。	1
战士们防止敌人半夜来偷袭。	1
张三是昨天死的。	1
他根本不后悔年轻时抛下父母，远走他乡。	1
他是去北京。	1
他敢做每件我也不能的事。	0
我一篇论文可以应付，两篇就不行了。	1
这就是我们正在考虑的要不要扩大招生的问题。	1
张三刚刚在洗澡，现在他还或许在洗。	0
我想知道谁买不买什么。	0
是昨天他买了什么书？	0
写了字的纸不要扔掉。	1
他是中国人吗？	1
他打一针。	0
老爷子一向没有抵制过使用洋货。	1
从纽约的人有点冷淡。	0
那些作家压根儿避免描写性生活。	1
他一向拒绝记者上门采访。	1
谁先来谁先吃。	1
宝玉要跳舞，但是我可是要回家。	0
这件洋装看起来很漂亮。	1
有至少一百个人都去投票了。	1
这两年，我巳经横了两大箱子的语法书了。	1
张三要一份名单，但我不知道多详细。	1
她的牙齿整整齐齐的。	1
两三个老师就把那群野小孩控制住了。	1
有很多人，我猜不会去投票。	1
他没有把橘子剥皮。	1
昨儿买了沙发，这会儿买了大衣柜，赶明儿买了自行车就齐了。	1
嗬！这壶要了老头命了。搁哪儿呢？屋里连个柜子都没有，连个箱子都没有。你说搁桌子上，猫来了给这壶拨愣地下去了。	1
第六个学生去过台北。	1
姐姐呀，把小红骂哭了。	1
他们各咬了那个苹果一口。	1
大电影院看动作片；小电影院看卡通片。	1
张三踢李四踢得直掉眼泪。	1
我们听讲的同学们被赵先生的勃然一怒愣住了。	0
多，他要一份详细的名单。	0
阿Ｑ撑过了硕士生的第一年，却没撑过博士生的第一年。	1
张三高过两公分。	0
老李为了妹妹把汤端进来。	1
五个小孩吃不完十碗饭。	1
他们各都拿了一本书。	1
我拿给着玛丽李四的包。	0
老爷子压根儿不注意门前那条臭水沟。	1
他去北京了。	1
这个不孝之子吧，真是气死我了！	1
他很骄傲，但我不知道多么骄傲。	0
谁在叫我吗？	1
这样的做法在小公司还可以，但在大公司就不行了。	1
大多数人根本没有怀疑过家庭存在的必要性。	1
学生们一人笑了。	0
校长对这件事故的责任很大。	1
我明天经东京飞回台北。	1
我没有考上大学。	1
好吃极了！	1
市场都被你们占了。	1
玛丽去世的消息让所有人震惊。	1
我是朋友。	0
他做起事来很认真。	1
这双鞋小了一号。	1
露露多吃了。	0
张三不是不喜欢李四。	1
张三杀人跟李四代考的价码一样高。	1
玛丽在五分钟内激怒了李四。	1
张三比李四有点高一点。	0
他们都跟同我一样高。	0
黑是黑，白是白，黑白分明。	1
一座山多么高啊！	0
我看见了张三下棋的李四辩论的对手。	0
那个男生看起来有二十岁左右。	1
露露哭醒了蜜蜜好几次。	1
英雄活在心里。	1
我喜欢吃牛肉面。	1
张三是不是有拿到礼物？	1
我吃这家饭店晚餐。	0
石头打到脑袋上。	1
约翰吃腻了这种馒头	1
玩它个到天亮。	0
我没买花拿报纸回宿舍。	0
阿Q给我们写了一封信。	1
我对张三这个学生没有什么印象。	1
李四做工作经过了三年。	0
李四感动了成龙。	1
你吃饭没？	1
她问明白了这个问题。	1
没吃饭已经三天了。	1
他一回打在了对手的脸上。	1
李四会喜欢音乐；王五也是。	1
我不明白你对这个计划的意见。	1
他想知道谁怎么唱民歌？	0
我喜欢朋友。	1
他不后悔酒后说了些什么。	0
你看看，一个人不看那种电影。	1
这份档案绝密了。	0
玻璃差点破了。	1
对李四张三很客气。	1
王五在政治上没有足够的经验。	1
张三吃完得很快。	0
老爷子从来注意门前那条臭水沟。	0
病了两个多月，还叫他们抬到坑里，活活给吓死了。	1
你会考上了大学。	0
他能做我也不能的事。	0
李四做工作有了三年。	0
表面上看起来这些都是管理系统出了问题。	1
三个人吃了五碗饭。	1
我跑的很快。	1
—个小时前我看到他在吃饭，他现在还在吃饭。	1
一碗饭吃人。	0
啤酒小王喝得多猛啊！	0
那个消息气得我三天没吃饭。	1
您二位这一好心办好事可好，倒把我盼了多少年的好事给搅啦。	1
李四慢慢吃了汉堡。	1
每个农夫都没有一辆用来收割的车子。	1
你把这两本书比一下。	1
你想去，却我不想。	0
石头到脑袋上打。	0
他画了几张纸？	1
他是不是希望很少人来？	1
张三出事了，但是我不知道在哪里。	0
他会不会也去？	1
他们明天会来一个客人；我们也会。	1
你这信得称一下…它超重了。	1
如果你找到谁，就把他请来。	1
一个朋友的孩子，我听说不会找到工作。	0
这次的活动是卖公益的，大家积极支持一下。	0
这篇论文我正在看。	1
吃它一个痛不痛快？	0
张三往黑板上写字。	1
他不敢做每件我敢的事。	0
他已经结婚三年了。	1
张三答应了在星期五以前玛丽一千块钱。	0
徐德明还在那儿抵赖说他们没有走私电器。	1
李奇又擦那种桌子了。	1
他以为全部学生，他喜欢。	0
我吃完饭就去。	1
我和她们都是妯娌。	1
这是我书包。	1
我应该到来大陆。	0
一只猫从不睡整天觉。	0
他们对社会的奉献持续了很多年；可是我们对社会的奉献很快就停了。	1
你比较喜欢买书不买书的人？	0
我应该怎么样做比较好？	1
我去，或者你来。	1
阿林想吃它一个过瘾。	1
一位青年作家就很勇敢，他在无人吹喇叭抬轿子的情况下，孤身一人去高等学府签名售书，一看购销不旺他便改为签名赠书。	1
你建议他会怎么样处理那件事情？	1
这个人很婆妈。	1
阿奇还在吃父母，他弟弟也在吃父母。	0
张三自杀自己。	0
张三不希望李四会喜欢音乐；我希望李四会。	1
他们革他们的新，我们复我们的古。	1
下班了！	1
他打破一个花瓶。	1
阿奇用毛笔写，丽丽用什么写？	1
你开开心心的。	1
我想看本书。	1
东尼写给学生们每人三封信。	1
两个人吃十碗饭。	1
我把蓝天看见了。	0
我想等车子开了一万公里就去保养。	1
他知道答案。	1
他对经理成见很深。	1
他送一个男孩一本书；我送一支笔。	0
我们不顾生命危险的上山去。	0
你把橘子怎么样了？	1
玻璃还破着。	0
每个学生都喜欢书。	1
原先我的准备是多余的，每个孩子好像都是挺有经验，有备而来，一个个睡袋排开来，乱中有序，煞是好看。	1
那些作家压根儿没有避免描写性生活。	1
你想去，可是我不想。	1
李四念了三年一间大学。	0
她拿来并且去一碗汤。	0
他一个小时内腌了那些猪肉。	1
小刚没有责怪我给他增加了负担。	1
张三忘了一些书；李四也忘了一些书。	0
三个学生都来了。	1
三个人吃一碗饭。	1
张三买的饼干比玛丽吃的蛋糕多。	0
这件洋装穿起来很漂亮。	1
我不明白你对这个计划所有的意见。	0
你老老实实的。	1
约翰会说他喜欢他的老师，比尔也是。	1
他去学校拿东西。	1
我只坐小Ｄ的车子。	1
张三写的论文比李四写的论文多。	1
吃了一个风卷残云。	0
张三常常跳舞。	1
张三写上在黑板上字。	0
他修好那部车的方法。	1
是不是有什么人喜欢他？	1
害他现在只剩下两只铅笔可以用。	1
张三很希望李四会成功。	1
老王呢，先带过来给我看一下！	1
三个人吃一碗饭很好；一个人吃不好。	0
那只狐狸已经把我追得筋疲力尽了，可我还是追不上它。	0
你们一辈子的温饱是没有问题了的。	1
猪肉我吃了，蛇肉却我没吃。	0
露露睡了三天。	1
那个孩子冻病了。	1
我难看了。	0
那个家伙赤手空拳杀过老虎。	1
李四跪下来求张三。	1
他一向没有后悔年轻时抛下父母，远走他乡。	0
张三和李四两人都一样高。	1
他给了小孩儿一针。	1
老李和老王买了一顶红色和绿色的帽子。	0
他乐在心里。	1
无论谁无论什么都吃。	0
张三吃了李四一顿饭；我也吃了李四。	0
玛丽穿起这件洋装来很漂亮。	1
跟他们比起来，我实在太幸福了。	1
小明没有站起来。	1
老吴羞辱李四，可是我不知道是怎么样。	0
老张是山东人。	1
所以他不用当兵，因为他过重。	0
桌子被我看见了一条腿。	0
他拿来了一碗汤。	1
他听到了你叫谁修车的原因？	0
那些学者从来避免引用后现代主义理论。	0
张三买了一辆旧车，但我不知道是多大。	0
他关了厂里的总闸。	1
太以前了。	0
张三打得李四手都麻了。	1
李四被我们骂了。	1
我请过两次全部的学生。	0
满桌是书。	1
张三那本小说逼李四拿回家了。	0
他在房间里咳嗽。	1
杯子给打碎了。	1
可能那本书他已经买了。	1
高速公路上开着一辆BMW。	1
张三有罪。	1
他可辛苦了。	1
除了煮饭，李四或许还洗了碗。	1
病情有好转。	1
这就是那个我听说李四跳舞的舞伴。	0
我把他们打得手都肿了。	1
她的话说在心坎上。	1
橘子还是苹果都行。	1
每个人会都拿到奖品吗？	1
这个沙发软软的。	1
百分之五的学生有留学机会。	1
他缝缝补补那件衣裳，穿了很多年。	1
什么人不都来？	0
她哭红了眼睛。	1
第一年，博士生的不是人过的。	0
张三应该比李四或者比王五都还要高一些。	1
李四怀疑他偷了钱的那个人走了。	0
勤劳比勇敢更重要。	1
李四把我吓一跳。	1
肚子已经圆了。	1
狗张三比猫喜欢。	0
我和她们都是朋友。	1
花落上了。	0
张三出了国。	1
谁张三都认识。	1
广告贴到大门上。	1
老王呢，你先带过来给我看一下！	1
你什么时候念的大学。	1
肖像画贴到墙上。	1
他好像不吃什么东西的样子。	1
他们运工地上。	0
他以为他吃素。	1
这个球差点才没进。	0
你严厉的对那件事的批评很到位。	0
我吃豪华饭店吃得很累。	0
阿贵经常缝补衣服。	1
中午饭他吃了一半。	1
文章，他写得很整齐。	0
露露买了花。	1
他因为朋友损失很多钱。	1
这条鱼有三斤。	1
那个小孩，我又被骗了。	0
望远镜看室外很好；显微镜看不好。	0
小王第一个跳的。	1
他给两个人糖果，我就给两个人糖果。	0
咱们就在这儿休息它个几分钟吧。	1
这朵花张三闻起来很仔细。	0
所有的学生都为什么打李四？	0
张三把电视没弄坏。	0
世界记录，他差点没打破。	0
他是一个不能写的人。	0
小丽有一张红红的脸。	1
刘麻子被结结实实地捆了他一下午。	0
他能吃每道我不能的菜。	0
张三跑到大街上。	1
那个人找到的两本书。	1
张三买了第三本书。	1
小狗给赶出去了。	1
约翰会说他的老师喜欢他，比尔也是。	1
他送一个男孩一本书；我送一个女孩一本书。	1
他不买什么？	1
小明站不起来。	1
李四一回打在了对手的脸上。	0
他都买了所有的东西。	1
他挥一拳。	1
他把橘子剥了皮。	1
这根绳子很短了。	1
我撞断了牙齿。	1
请回家吧。	1
很少人为什么辞职？	0
张三今天比李四昨天更开心。	1
我上星期吃了那种面三次。	1
不论谁喜不喜欢他都和我无关。	1
她在一小时内走路。	0
王五很聪明地回答了记者的问题。	1
李四被玛丽激怒了。	1
你卖书修表？	1
姐姐，把全是油腻的脏得不得了的衣服洗干净了。	1
一位穿红衬衫的服务员会唱歌。	1
你会离不离开台湾？	0
他家有三种这只狗。	0
小王笑弯了腰。	1
我是去过北京。	1
他昨天来的。	1
他是一个快乐的孩子。	1
伦敦大了。找一个小一点的城市！	1
舞龙阵回入广福宫内。	0
什么？夹住的耗子愣给我跑了？你们怎么搞的嘛。	1
一个二次方程式都有两个不同的解。	1
哼着歌，我切了肉。	1
你是去教堂的人吗？	1
但实际上唐末以来所流行的禅宗是由唐中期的被称为六祖的慧能创立的。	1
这本书呢，你先别看。	1
他们写的哪封信我都看。	1
一个小孩正以火箭般的速度飞快地跑着。	1
虽然即使他生病了，他仍然去上班。	0
这种药吃死了John。	1
张三跑了得很快。	0
李四设法他来。	0
我错过了这班飞机。	1
约翰骑马比玛丽赶羊骑，赶得好。	0
约翰不喜欢玛丽，比尔也是。	1
他没说什么。	1
每个人，我认为都会去。	1
张三唱歌的声音比李四哭的还难听。	1
上有亲友相助他们。	0
他哭湿了手帕。	1
一只大象鼻子很长。	1
谁都可以来。	1
我不认为那个男生很有趣。	1
小诗抬头看着她在场的三个哥哥。	1
张三比李四高。	1
那瓶酒喝醉了约翰。	0
他的作业终于给写完了，终于是松了一口气啊。	0
张三摇了几下桌子。	1
快把桌子擦擦。	1
张三给了我他的钥匙。	1
张三经常的比偶尔的更关心他。	0
我今年去的三次北京。	0
张三应不应该告诉李四谁会来？	1
张三借了三本书这一种。	0
张三去了一趟医院。	1
张三兴奋地跳上了舞台。	1
张三打了好几次他。	0
张三侮辱李四会哭。	0
他很写疼了手指。	0
张三考完试了，但我不知道是怎么样。	0
你吃得很痛快。	1
约翰吓病了玛丽。	1
图画被王五很精确地刻在铜板上。	1
张三有三只这一种狗。	0
差不多行了啊，回头留神再把狼给招来。	1
他跑得人很累。	1
他不能来的原因我知道了；你不能来的呢？	1
那段路走得我呀累死了。	1
这次台风，北部地区已经淹水了，晚点南部地区或许还会停电。	1
张三说他来了。	1
我学过三个月的太极拳。	1
老个几岁不是很重要。	1
她读了三本这五本书。	0
电视机您给修一修。	1
我把那只狐狸追累了。	0
我们已经抵达终点十分钟了。	1
头顶上是宽宽阔阔一片天。	1
是三个男孩喜欢书，不是两个男孩。	1
玛丽写工作报告的时候，张三到家了。	1
王师傅切猪肉要切大刀。	0
弟弟打破了碗。	1
张三打了李四，但我不知道是在哪里。	1
他早就来的。	1
萨科尼压根儿不否认他仍跟毒品贩子保持着联系。	1
我上星期吃了那家饭店三天。	1
小树50公分了。	0
张三去过台北三次，李四也去过台北三次。	1
我走乏了。	1
他累垮了士兵的身体。	1
他用拳揍。	0
你比较喜欢买书不买的人？	0
我吃完饭再走。	1
桌上放了一本书。	1
我老爸驾车根本没有留神，也不系安全带。	0
这里的果树吧，小王都剥过皮了吗？	0
老吴怎么样羞辱李四？	1
有机会接近群众使他非常高兴。	1
警察打杀了土匪。	0
李四没有做过半年工作。	0
张三、李四和王五三个人是同乡。	1
陨石落来。	0
三扇门被阿Q修了赵家。	0
这比那更重要。	1
把四年垃圾般的课本书籍全堆到在操场的角落里。	0
他高不高兴，我就高不高兴。	0
他不喜欢那本书，他喜欢这本。	1
谁会怎么睡？	0
他是一定会对你好。	0
张三非常把自己当一回事。	1
要是有一个人很有钱，我们就去找他资助。	1
小明爬着树摘水果。	1
他挑选了很多明年新出的玩具。	0
这是张三买的铅笔。	1
张三喝酒。	1
我吃过小Ｄ做的茵香豆，但没吃过吴妈做的茴香豆。	1
我想看你说每个人会带他回来的自己的朋友。	0
好人给坏人给骗了。	0
露露漂亮丽丽一点。	0
张三跑得很快。	1
他是一个快乐个孩子。	0
我在对面的小饭店里吃了饭。	1
钥匙，张三给我给得很快。	0
李四刚刚在洗碗，他现在还或许在洗。	0
张三拜见了他的同学，李四也是。	0
张三吃得很胖。	1
你可能去了另外一家7-11。	1
玛丽：张三做运动啊最喜欢什么运动呢？	0
妈妈把书放在桌上了。	1
王熙凤嫌他有点多余，后来就把贾宝玉给支走了。	1
张三需要一辆自行车。	1
他给每个人糖果，我就给每个人糖果。	1
玛丽：张三做运动最喜欢什么运动呢？	0
我会辞了行再动身。	1
李四轻轻地把桌子敲了一下。	1
小队长看到落下什么学习用品。	0
老王开了一辆BMW。	1
我想吃个苹果。	1
这把椅子坐不了。	1
张三比李四写了多论文。	0
你在什么时候来的时候？	0
张三会说张三的老师喜欢张三，李四也会说李四的老师喜欢张三。	1
敌军抵赖他们提出的停战要求。	0
李四把林伊打了他一下。	0
是不是什么人喜欢他？	1
林伊在把衣服包成一个大包。	1
脏水泼到马路上。	1
小王嘛，喜欢吃鱼吗？	1
他们根本不拒绝在笔录上签字。	1
张三承认李四为了某种原因作弊的事实，但我不知道是为什么。	1
饭吃完了。	1
这是用来盛汤的碗。	1
小芳和小梅都喜欢唱歌。	1
我是一个美国太太。	1
县城内密密麻麻的挂了近百家商行的牌子。	1
即使有两个人太懒，我们还是能做完这件事。	1
小孩被学坏了。	0
我和她是同学。	1
他们根本防止人口流动。	0
张三相当高了。	1
路边摊买晚上很好；百货公司卖不好。	0
张三掉了一些书；李四也掉了一些书。	1
一位小伙子为了拉煤竟给活活累死了。	1
你对那件事的严厉的批评很到位。	0
他把你害了。	1
我连一篇论文都看不完，更别提上台报告了。	1
这本书是我的。	1
这首小曲儿可能会长一点。	1
张三担心玛丽。	1
李奇在十分钟之内睡觉了。	1
阿奇昨天睡了那种沙发。	1
我没悄悄地回家。	1
张三的房间还好。	1
学生们都读完了这本书。	1
有百分之三的人都同时出来竞选，可能吗？	1
猪肉我吃了，蛇肉可是我没吃。	0
他家熄了一夜灯。	0
张三150公分高，李四比他高，王五还比李四高。	0
小明起来了。	1
吃完饭，我想看会电影。	1
到底他为什么连一本书都买不起？	0
那件事他给同意了，这样的话咱们的计划就泡汤了。	1
我在中山路上车的时候。	1
邓小平逝世的那个星家喻户晓。	0
我知道李四杀人的。	0
张三养了一条鱼。	1
这瓶酒呢，你先全喝了！	1
张三会拜见他的老师，李四也会。	1
她去学校不？	1
学校决定推迟会议。	1
一位读者要买《虾球传》，挑选了好一会，才找到一本稍为满意的。	1
给我，他做了很多事。	0
他一定会把你恨透的。	1
张三是什么时候到？	1
那张三，书最喜欢看什么呢？	0
王老师呢，把张平英写的论文反复地看了好几遍。	1
你书认为他看完了吗？	0
谁会都来？	0
英雄到国外死。	0
张三晚饭总是吃餐厅，只要早餐自己做。	0
我不是去过北京，我是去过上海。	1
我是坐汽车去找到你的狗的。	1
张三说李四打了他。	1
因为他不是，所以我一定得照顾他们。	0
张三有好几打的鸡蛋。	1
我喜欢红色的鞋，他喜欢黄色的。	1
老李眼镜打破了。	0
这条路我走起来不费力。	1
这个方式，他对待李四。	0
熊猫快绝种了。	1
我在中山路上车的。	1
他的秘密被我们发现了。	1
至少三个学生去了。	1
有百分之八十的人没去投票。	1
我有三本张三的书。	1
这双鞋有太小。	0
衣服被洗干净了。	1
她的话在心坎上说。	0
石头打在脑袋上。	1
被告因为贩毒会比因为抢劫而更有可能被判重刑。	0
那本书可能他已经买了。	1
张三比李四更还高。	0
他对工作认认真真，一丝不苟的。	1
我们把他谈论了小孩。	0
我坐小Ｄ的车子，不坐阿Ｑ的车子。	1
“李发”，李毛驴听到萧队长叫他的名字，楞住了。	1
这个球可以踢右脚。	0
淑芬把毛衣织长了一寸。	1
咱们去问它一个水落石出。	1
全部学生都喜欢书。	0
米饭吃到肚子里。	1
姓佟，家里边卖铜的，这人还挺大方，要个耳朵勺到那儿就给抓了一大把。	1
我请他他吃过饭。	0
自从李奇睡觉以来，屋外发生了很多事情。	1
我，上海，去过了，可是我天津还没去过。	0
张三正在把玻璃打碎。	0
他们唱得一连三天我都没心思看小说。	1
三个朋友吃饭多好。	1
来了客人。	1
张三担心李四会打他。	1
英国前三位首相都是高学历。	1
很多孩子拿了三到五颗糖。	1
因为张三买了一辆旧车，他的妈妈很生气，但我不知道是多旧。	1
你静静的。	0
老李在厨房里用刀子跟他们开罐头。	1
张三把电视把弄坏了。	0
小王嘛，班主任喜欢还是不喜欢？	1
张三忘了书；李四也忘了书。	0
张三呆在宿舍里。	1
这根绳子短了。但我不这么认为。	1
气球飘在半空中。	1
那就多谢了。	1
他来学校拿东西。	1
这盒草莓甜甜的。	1
张三数学比李四物理喜欢。	0
弟弟吃了饭。	1
如果你看了谁写有关他的报告，就告诉我。	1
你别在那儿哭穷，看你之前都把钱花到哪儿了。	1
请把货物在仓库里。	0
每个人都买了什么？	1
阿Ｑ—口气吃完了总重三斤的西瓜。	1
张三写满字在黑板上。	0
张三爱他的妻子。	1
课本放到桌子上。	1
没吃了。	0
学生们各笑了两分钟。	0
他们，奶奶生日呢，蛋糕买大了，还剩很多。	0
李四吃了三颗放在桌上的五颗橘子。	0
他们攻大楼里。	0
王五买了手枪很诡秘地。	0
阿Q给我烤了一块蛋糕。	1
张三弹了一天弹了一百遍。	0
今儿啊，楼底下卖大米，你姑妈啊说便宜，买了五十斤，非让我给扛上来！	1
张三投球总是瞄不准篮筐。	1
什么肉，大锅子没煮。	0
小王啊，班主任喜欢他还是不喜欢他？	1
听了这话，她心里比针扎的还难受。	1
他喜欢飞大飞机。	0
李四跌断了腿。	1
张三到底被李四打过没打过？	1
少数议员根本不抵制用土地换和平。	1
小张吃圆了肚子。	1
我是在中山路上的车。	1
你去比我去合适。	1
我是吃的鸡蛋。	1
他马上回去学校。	1
干社会主义我绝对拥护，坚决赞成的。	1
有三个学生来这了。	1
我在这住了不到五年。	1
丽丽写毛笔，他还会写更多毛笔。	0
李小姐，我逼改嫁了。	0
事情没这么简单。	1
这首歌把小S给唱哭了。	1
我给每个人都一本书。	0
你去，就我去。	1
他写这支毛笔。	0
他很忙，对于文件压根儿欠读一章一段。	0
音乐我很喜欢。	1
我因为张三给一个学生两本书很高兴。	1
他差点没及格。	1
这个女孩子身材窈窈窕窕的。	1
我叫他帮我买酒。他怎么给我买了烟？！	1
张学良一到鸡鸣山北极阁，军统特务便在这里层层设岗，把个偌大的北极阁给与世隔绝起来。	1
他住这儿吗？	1
他敢做哪一件我不能的事？	0
张三养了三种狗各三只。	0
这事真的假的，谁也不知道。	1
他不睡大床。	1
玛丽跑得显然很快。	0
你难道认识他不认识他？	0
我错过了坐这班飞机。	0
张三砍得骨头很累。	0
我和她是同事。	1
旅途的劳累使他很疲乏。	1
这件洋装，玛丽穿起来很麻烦。	1
日本人啊，真的努力工作吗？	1
凯特被送给了一件礼物。	0
第六个学生，我知道去过台北。	1
这是一张后面能写的纸。	1
他造了一间房子，可是没造好。	1
所有地方他都去过。	1
他的作业给写完了，他交上了，你交不上，又要挨骂了。	1
你今天高兴不高？	0
这个桌子大了一点儿。	1
他抬了。	0
玛丽个儿子考上了北大。	0
老实说，他幸亏大概又会很快地跑回家。	0
一个朋友的孩子不会找到工作。	0
科学家要是看到发生什么地质灾害，会马上汇报。。	1
阿Q一口气吃完了总重三斤的西瓜。	1
这种事，显然张三做起来很认真。	1
菜八块。	1
我把饭吃饱，就来。	1
要赢，就赢他个轰轰烈烈;要输，就输他个无怨无悔。	1
有一个人来了。	1
你抱著我可以使我暖和一点。	1
他会不会去？	1
除了一直在抱怨，她还或许哭了。	1
不可能有任何人得奖。	1
我吃豪华饭店吃得很高兴。	1
我想看你因为他不来很生气的。	0
露露高了我要的高度三公分。	0
阿Ｑ—口气吃完了三斤的西瓜，但没吃完四斤的西瓜。	1
我是一篇论文可以应付，两篇就不行了。	1
学生们各买了一本书。	1
敌人到城里攻。	0
阿Q为了什么喜欢花？	1
这场瘟疫把孩子给病死了。	0
你吃饭不？	1
大象鼻子很长。	1
这件事马上给办。	1
淑芬把坑挖浅了。	1
那种豆子一斤三十块钱。	1
你喜欢张三讨厌张三？	1
从那个镜子，我可以看到五个我。	1
把自己打扮得漂漂亮亮的，性性感感的，在喷上几块钱就能买到的香水，喷洒在身上这样一来就能吸引帅哥们天生就好色的眼睛。	0
今天星期天。	1
他们压根儿不责怪我匆忙地作出了离婚的决定。	1
小车比大车容易开。	1
阿Q给你写了一封信。	1
她上次怎么样炖牛肉？	0
一篇论文，我还可以应付。两篇，那就太多了。	1
张三被李四打了。	1
小明住在学校里。	1
他不是跑得很快。	0
阿德看到蓉蓉跌倒了。	1
这是张三的书。	1
明会喜欢你给他的礼物。韩也会。	1
有小部分的人没去投票。	1
一个二次方程式总是有两个不同的解。	1
一个小孩正飞快地跑着。	1
狗已经总是听他主人的吆喝了。	0
有没有谁想吃苹果的。	1
阿姨洗干净了衣服。	1
一位匹茨堡的四肢瘫痪病人必须用脑电波玩电子游戏。	1
张三的脸稍微红红的。	0
一个学生那时候在学校。	0
我不知道张三喜欢谁。	1
科学家怀疑黄曲霉素是人类有关疾病的病因。	0
面包方了。	0
水果，我最喜欢不怕吃香蕉的人。	0
你认识他呢？	1
约翰扭干了毛巾。	1
我们玩它个痛快。	1
开着空调睡觉。	1
老吴羞辱李四，可是我不知道是怎么样羞辱。	1
儿子被逮捕了。	1
他们往工地上运。	0
张三太高。	1
除了吃了饼干，喝了茶，小英还吃了巧克力。	1
他是个聪明人。	1
我喜欢张三、李四那几个乖孩子。	1
张三看到某人，但是我不知道什么人。	0
来过的那些人都认识他。	1
李四因为累而早上床。	1
他被是谁骗了？	0
张三不高。	1
张三跟他们四个人一样高。	1
打死打伤其步兵三十余人。	1
她吃了三次面了，腻了，该换换了。	1
要是谁欺负你，我就帮你揍他。	1
玛丽把一片片树叶捡了起来。	1
我想找一个秘书兼打字员。	1
很多人，我猜不会去投票。	1
你快给参谋参谋。	1
他把马训练马训练得很好。	0
火车快吗？	1
跟张三比起来，李四很高。	1
走了吗？	1
他拿刀切肉。	1
狗很聪明。	1
我看着看着就迷糊了。	1
小张爸爸是个英雄。	1
李四讲得了很清楚。	0
李四高了张三两寸。	1
他以为所有学生都喜欢书。	1
吃，我是想吃。	1
好像要是谁不去说的话，张三就不去的样子。	0
他们会不会到底赢这场比赛？	0
他到学校去拿东西。	1
露露漂亮了丽丽很多。	0
左手可以绑红绳。	1
他喜欢什么？	1
那只狐狸把我都追累了，可我还是追不上它。	1
如果他为什么好运，你就会因为那个原因好运。	0
凉补夏天吃很好。	0
五公斤盐多了，我只要四公斤。	1
是了。	1
今天吃饺子？	1
早饭，我吃食堂。	1
这一仗打得是惊心动魄。	1
这件事把李四激怒。	1
张三有十二个的鸡蛋。	0
张三笑了起来。	1
张三和李四两人都合教一门课。	0
爸爸喝了三碗汤。	1
菜越来越贵了，但是我不清楚是多少钱。	1
我这篇论文看了。	1
老爷子压根儿注意门前那条臭水沟。	0
我很同情你的遭遇。	1
他画了一个圈圈，可是没画完。	1
她吃了三碗面了，没饱，还要再吃两碗。	1
十多个人都在外面等。	1
北京电影票价贵得很，100元一张，顶我在我们那个县城看两三场了行的。	0
水干干净净的。	1
我已经开计程车二十年了。	1
他们，我很喜欢。	0
他不打算跑那个公园。	1
