id	sentence
868	你喜欢张三喜欢李四？
869	张三买书还是张三不买书？
870	张三买书还是不买书？
871	张三买还是不买书？
872	张三买不买书？
873	他喜欢不喜欢这本书？
874	张三不晓得你来还是不来。
875	张三不晓得你来不来。
876	你觉得他会还是不会来呢？
877	你不认识他吗？
878	你比较喜欢来还是不来的那个人呢？
879	如果你想看这本书，我就送给你。
880	你看没看见李四？
881	你觉得他喜不喜欢你呢？
882	他高不高兴不重要。
883	我们在讨论他高不高兴的问题。
884	你想知道谁高不高兴？
885	你可听过这种事？
886	你吃了饭没？
887	你吃了饭没有？
888	张三看见了谁？
889	谁张三看见了。
890	张三以为李四买了什么？
891	张三想知道李四买了什么。
892	你想他难道是老实人吗？
893	他想：你难道是老实人吗？
894	张三或者李四在家里上班。
895	三个学生不够。
896	三个学生，我想大概吃不完两个蛋糕。
897	你如果能找到两个帮手，就赶快把他们请来。
898	我让三个人吃五碗饭。
899	狗跑走了。
900	有三个人抬得起两架钢琴。
901	我去过一个朋友的家。
902	我给一个朋友的孩子找工作。
903	我喜欢他们两个人。
904	他们两个我听说很喜欢在一起。
905	他们学生，我知道不会有什么钱的。
906	他们那些学生，每个人都很喜欢。
907	我喜欢张三和李四这两个乖孩子。
908	我喜欢张三和李四他们两个乖孩子。
909	弟弟又忘了东西了。
910	弟弟一个单身汉很无聊。
911	学生，你认识的那些明天会来。
912	这个学生，穿红衣服的，是他的学生。
913	那些学生，你们去年教过，他很喜欢的，现在在这儿。
914	那些学生，他很喜欢的，你们去年教过，现在在这儿。
915	他们一定两个人来这儿。
916	我去找孩子们。
917	我去找孩子。
918	小强们什么时候来？
919	他们那些孩子不爱干净。
920	张三他什么时候来？
921	一个高高瘦瘦的金发姑娘刚刚来找你。
922	如果一个人不够，就找五个人去。
923	推开门进去，一老头躺在床上。
924	有一个学生那时候可能在学校。
925	张三最近怎么样，会不会来这儿？
926	张三早就来了。
927	看，一片枫叶掉下来了。
928	有两个小孩走着钢索很危险。
929	一个人下棋很无聊。
930	镜子里有三个他。
