label	sentence	source	category
1	Il a stationné sa voiture à vingt minutes de marche d’ici.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24964/la-syntaxe/le-complement-du-verbe/stationner-avec-ou-sans-complement	syntax
1	Les gestionnaires ont envoyé une directive aux employés selon laquelle ces activités ne seront plus autorisées.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21042/les-emprunts-a-langlais/emprunts-syntaxiques/lemprunt-deconseille-a-leffet-que	anglicism
1	Quelques-uns de mes amis vont au théâtre ce soir.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23437/la-grammaire/les-pronoms/pronoms-indefinis/le-pronom-indefini-quelquun	morphology
0	Le code d’éthique des omnipraticiens et omni-praticiennes est clair sur le sujet.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23181/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/soudure-avec-lelement-omni8219	morphology
0	Ce n’est pas un bar que fréquentent les straights.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23592/les-emprunts-a-langlais/emprunts-integraux/lemprunt-deconseille-straight	anglicism
1	Sa collègue, qui fréquente pourtant Marco depuis longtemps, était très étonnée.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24289/la-grammaire/la-grammaire-actuelle/les-fonctions/le-complement-du-nom	morphology
1	Nous allons arriver en retard de quelques minutes seulement.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24122/la-grammaire/le-verbe/temps-grammaticaux/futur/le-futur-proche	morphology
1	Ce chien n’en fait qu’à sa tête; il est réfractaire à toute autorité!	https://vitrinelinguistique.oqlf.gouv.qc.ca/22333/le-vocabulaire/nuances-semantiques/difference-entre-rebarbatif-et-refractaire	semantic
1	Il y a deux maisons de vendues sur cette rue.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23299/la-grammaire/ladjectif/accord-de-ladjectif/cas-particuliers-daccord-de-ladjectif-en-phrase/accord-des-adjectifs-introduits-par-de	morphology
1	Vous musèlerez votre chien avant de le sortir.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24655/la-grammaire/le-verbe/conjugaison/formes-du-futur-simple	morphology
0	De son ère, l’épervier régnait sur toute la région.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22044/lorthographe/homophones-lexicaux/les-homophones-air-aire-ere-et-erre	morphology
0	Suzy est certainement bien rémunérée, parce qu’elle vient de s’acheter une maison et une voiture neuve.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23500/la-syntaxe/les-conjonctions/emploi-de-car	syntax
1	Vous a-t-on réclamé quoi que ce soit?	https://vitrinelinguistique.oqlf.gouv.qc.ca/21571/la-grammaire/les-homophones-grammaticaux/les-homophones-quoique-et-quoi-que	morphology
0	Les ingénieures et les ingénieurs récemment embauchés, tel Julia, sont ultraqualifiés.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21588/la-grammaire/ladjectif/accord-de-ladjectif/cas-particuliers-daccord-de-ladjectif/accord-de-tel-selon-sa-categorie-grammaticale	morphology
0	Ils ont pu réchappé quelques objets de l’incendie qui a ravagé une partie de leur maison.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25243/le-vocabulaire/nuances-semantiques/difference-entre-rechapper-et-rescaper	semantic
1	Une collaboration fondée sur le respect et la confiance.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22943/le-vocabulaire/nuances-semantiques/difference-entre-baser-et-fonder	semantic
1	Awa n’est plus à la maison.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23066/la-prononciation/prononciation-de-mots-particuliers/prononciation-de-plus	morphology
1	Trois magnolias étaient plantés sur le terrain.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23649/la-prononciation/prononciation-de-certaines-lettres/prononciation-de-la-suite-de-lettres-gn	morphology
0	Pierre a lorgner la plage tout au long de son voyage d’affaires en Espagne.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23644/la-syntaxe/les-prepositions/preposition-apres-un-verbe/prepositions-deconseillees-apres-le-verbe-lorgner	syntax
1	La République d’Haïti est un État unitaire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23286/lorthographe/elision-et-apostrophe/elision-avec-haiti-haitien-et-haitienne	morphology
1	Adim a tenté de raisonner Andrée en lui expliquant de nouveau la situation.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22222/lorthographe/homophones-lexicaux/les-homophones-raisonner-et-resonner	morphology
0	Une définition claire des emplois évite la duplication des tâches.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21995/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-duplication	anglicism
1	Nous consentons à ce que vous vous associiez.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25221/la-syntaxe/le-complement-du-verbe/subordonnee-completive-introduite-par-que-a-ce-que-et-de-ce-que	syntax
1	Nerveux, les membres de l’expédition n’ont pas dormi de la nuit.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23907/la-syntaxe/la-negation-et-la-restriction/emploi-de-ne-seul-ou-avec-un-adverbe-de-negation	syntax
1	Nous avons échoué nos kayaks sur la plage.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23882/la-syntaxe/le-complement-du-verbe/echouer-avec-ou-sans-complement	syntax
1	Le nombre plancher d’étudiants et d’étudiantes pour ce programme est 25.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24057/la-grammaire/le-nom/nombre-des-noms-dans-certains-emplois/nom-complement-dun-autre-nom/accord-en-nombre-des-complements-du-nom-plafond-et-plancher	morphology
0	Marie s’est paré d’une robe de haute couture pour le lancement de son premier roman.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24308/la-syntaxe/le-complement-du-verbe/parer-et-ses-complements	syntax
1	Je suis heureuse d’avoir investi dans ma famille.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24480/la-syntaxe/le-complement-du-verbe/investir-avec-ou-sans-complement	syntax
1	Le voyage en avion était long.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23323/la-ponctuation/ponctuation-principes-generaux	syntax
0	Elle hésite entre ces deux alternatives : partir ou rester.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21127/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-alternative	anglicism
1	Les élèves ont hâte aux vacances de Noël.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23713/lorthographe/accents-trema-et-cedille/cedille-et-trema/trema-sur-les-voyelles-i-u-et-e	morphology
1	Il est rare que l’une ou l’autre d’entre elles ait envie d’aller danser.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23840/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/sujets-joints-par-une-conjonction/accord-du-verbe-avec-lun-ou-lautre	morphology
1	Nous avons fait l’aller-retour Québec-Montréal en un peu plus de six heures.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23915/la-grammaire/le-nom/pluriel-des-noms/noms-composes/nom-compose-aller-retour	morphology
1	Place les chaises de manière à former des rangées.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24716/les-emprunts-a-langlais/emprunts-hybrides/emplois-deconseilles-et-corrects-de-positionner-et-positionnement	anglicism
1	J’ai besoin d’un timbre de 90 cents.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23911/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-introduisant-un-prix	syntax
1	Que vous présentiez le document en version papier ou électronique, cela ne fait aucune différence.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22617/les-emprunts-a-langlais/emprunts-syntaxiques/emplois-deconseilles-de-faire-une-la-difference	anglicism
0	Georges a admis que l’idée de se vengé de cet homme lui avait traversé l’esprit.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21946/le-vocabulaire/nuances-semantiques/difference-entre-se-venger-et-se-revancher	semantic
1	Elle a participé à la réalisation de neuf autres courts-métrages.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23136/la-prononciation/prononciation-des-nombres/prononciation-de-sept-et-neuf	morphology
0	Voilà une campagne publicitaire bien conventionnel, qui ne parvient pas à attirer l’attention du consommateur.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22311/le-vocabulaire/nuances-semantiques/difference-entre-conventionnel-et-traditionnel	semantic
1	L’ancien titre de la brochure est Portrait des Amérindiens et des Inuits du Québec.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21361/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-types-de-denominations/majuscule-aux-noms-de-peuples-et-dhabitants	syntax
0	Mathias aime bien fréquenter les cyber-cafés pour y faire ses travaux scolaires.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24352/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/trait-dunion-ou-soudure-avec-lelement-cyber8220	morphology
0	Le dimanche, il va souvent en l’église de Saint-Étienne.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23660/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-en-a-et-dans-devant-eglise	syntax
1	Mange‑t-on du homard ce soir?	https://vitrinelinguistique.oqlf.gouv.qc.ca/22513/la-prononciation/prononciation-de-certaines-lettres/emploi-du-t-euphonique	morphology
1	Ses paroles empreintes de sagesse eurent tôt fait de le rasséréner.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22074/le-vocabulaire/paronymes/sens-et-emploi-de-empreint-et-de-emprunt	semantic
1	Luc a raconté des histoires effrayantes.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23550/la-prononciation/liaisons/contextes-de-liaisons-facultatives	morphology
0	Les personnes sans-abris sont souvent dénué de tout bien matériel.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22542/le-vocabulaire/paronymes/sens-et-emploi-de-denude-et-de-denue	semantic
0	Cet animateur ne recherche que le glamour associé à la télévision.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24068/les-emprunts-a-langlais/emprunts-integraux/lemprunt-deconseille-glamour	anglicism
1	Rendez-vous au vitrinelinguistique.oqlf.gouv.qc.ca pour découvrir les fiches terminologiques en vedette.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23463/la-grammaire/les-determinants/determinants-definis/indication-dune-adresse-web-dans-un-texte-determinant-et-preposition	morphology
1	Je préfère de loin le chocolat au lait au chocolat noir, que je trouve trop amer.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24688/le-vocabulaire/nuances-semantiques/difference-entre-acide-aigre-et-amer	semantic
0	Grand solde d’appareils ménagers : rabais pouvant aller jusqu’à 50 % du prix régulier!	https://vitrinelinguistique.oqlf.gouv.qc.ca/22368/les-emprunts-a-langlais/emprunts-morphologiques/les-emprunts-deconseilles-prix-de-liste-et-prix-regulier	anglicism
0	Il va de soit qu’il faut donner un pourboire au guide.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22231/lorthographe/homophones-lexicaux/les-homophones-soi-soit-et-soie	morphology
0	Ils essayaient d’identifiés un bruit mystérieux.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25555/le-vocabulaire/tours-dhorizon-et-autres-explications/mises-au-point/les-differents-sens-du-verbe-identifier	semantic
1	Normand avait un verre dans le nez lorsqu’il a insulté David.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22236/lorthographe/homophones-lexicaux/les-homophones-ver-verre-vers-vert-et-vair	morphology
1	Nous nous excusons pour ce retard.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22939/la-grammaire/le-verbe/verbes-pronominaux/emploi-de-la-forme-pronominale	morphology
1	La victoire est à l’équipe qui remporte une majorité de manches.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23680/les-emprunts-a-langlais/emprunts-integraux/lemprunt-deconseille-set	anglicism
1	La troupe de danseurs choisie pour représenter le Québec est gaspésienne.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21880/la-grammaire/le-verbe/accord-du-participe-passe/cas-particuliers-daccord-du-participe-passe/accord-du-participe-passe-avec-un-nom-collectif	morphology
0	Le battement de main des spectateurs était enthousiaste.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21036/la-grammaire/le-nom/pluriel-des-noms/noms-dans-les-expressions-figees/expressions-formees-avec-le-mot-main	morphology
1	Les électeurs et électrices ont pu observer une chaude lutte entre les trois candidats.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22820/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-severe	anglicism
1	Cette pièce de théâtre est basée sur un quiproquo.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23645/la-prononciation/prononciation-de-certaines-lettres/prononciation-de-la-suite-de-lettres-qu	morphology
1	La politique française a connu plusieurs ministres extrêmement compétentes.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24479/le-vocabulaire/nuances-semantiques/difference-entre-francais-et-francophone	semantic
1	J’étouffe dans cette pièce surchauffée : j’ai besoin d’aller prendre l’air.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22044/lorthographe/homophones-lexicaux/les-homophones-air-aire-ere-et-erre	morphology
0	Elle a publié ce livre pour ne pas que cette histoire tombe dans l’oubli.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23890/la-syntaxe/la-negation-et-la-restriction/pour-que-ne-pas	syntax
0	Ils célèbrent cette année quarante et un an de mariage.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25671/la-grammaire/les-determinants/determinants-numeraux/determinant-numeral-se-terminant-par-un	morphology
0	En raison de son handicap visuel, Luc ne peut se voir octroyé un permis de conduire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24651/le-vocabulaire/improprietes/octroyer-impropriete-et-emplois-corrects	semantic
1	Elle a hésité, mais Judith a finalement répondu présente.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24433/la-grammaire/ladjectif/accord-de-ladjectif/cas-particuliers-daccord-de-ladjectif/accord-de-ladjectif-present-en-contexte-de-prise-de-presences	morphology
1	Elle aime regarder les petits bonhommes à la télévision.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21100/la-grammaire/le-nom/pluriel-des-noms/noms-composes/mot-compose-bonhomme	morphology
1	Le nouvel étage de l’hôpital sera affecté aux soins périnatals et de gynécologie.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24339/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/trait-dunion-ou-soudure-avec-lelement-peri8212	morphology
0	70 % des réponses ont été jugées valables.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21597/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/sujet-qui-est-une-expression-de-quantite/accord-du-verbe-dont-le-sujet-est-une-fraction-ou-un-pourcentage	morphology
1	Accusé d’agression sur son voisin, il attend toujours son procès.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23674/les-emprunts-a-langlais/emprunts-morphologiques/lemprunt-deconseille-presumement	anglicism
1	L’Empire ottoman aurait duré plus de 600 ans.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24355/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-noms-particuliers/emploi-de-la-majuscule-et-de-la-minuscule-pour-le-nom-empire	syntax
1	Ils ont nommé François directeur intérimaire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24321/la-grammaire/la-grammaire-actuelle/les-classes-de-mots-et-les-groupes/le-nom-et-le-groupe-nominal	morphology
0	Il portait une casquette orangé.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21721/la-grammaire/ladjectif/accord-de-ladjectif/adjectifs-de-couleur/accord-des-adjectifs-de-couleur-de-forme-simple	morphology
0	Ils ont loué une chambre a 250 dollars par jour.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23911/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-introduisant-un-prix	syntax
1	N’eût été le léger rose qui lui montait aux joues, on l’aurait crue indifférente.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24117/la-grammaire/le-verbe/accord-du-verbe-avec-le-sujet/cas-particuliers-daccord-du-verbe/accord-et-emploi-de-neut-ete-et-neussent-ete	morphology
0	Des difficultés imprévues sont apparus.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23852/le-vocabulaire/nuances-semantiques/difference-entre-paraitre-et-apparaitre	semantic
0	La ministre a investie ce sous-ministre de droits exclusifs.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24480/la-syntaxe/le-complement-du-verbe/investir-avec-ou-sans-complement	syntax
1	Le gouvernement a subventionné un institut spécialisé dans la recherche médicale de pointe.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23464/les-emprunts-a-langlais/emprunts-semantiques/emploi-deconseille-de-lemprunt-dedie	anglicism
1	Ce professionnel peut-il donner rapidement les différences entre deux ouvrages?	https://vitrinelinguistique.oqlf.gouv.qc.ca/25265/le-vocabulaire/improprietes/a-brule-pourpoint-impropriete-et-emplois-corrects	semantic
1	Ce jeune a grandi au sein d’un milieu à risques.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23607/la-grammaire/le-nom/nombre-des-noms-dans-certains-emplois/nom-dans-certains-groupes-prepositionnels/nombre-de-lexpression-a-risque	morphology
1	Elle est occupée à surveiller les candidats et les candidates à l’examen.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22273/la-syntaxe/les-prepositions/preposition-apres-un-verbe/prepositions-a-employer-apres-le-verbe-soccuper	syntax
0	Votre voiture est plutôt « amochée », si vous me passer l’expression.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23391/la-ponctuation/guillemets/guillemets-et-mise-en-evidence	syntax
1	Elle a reçu toute sa famille pour Noël.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23343/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-types-de-denominations/emploi-de-la-majuscule-pour-les-noms-de-fetes-religieuses-civiles-ou-nationales	syntax
1	Comment émerger de soi-même? était le sujet de cette conférence.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22231/lorthographe/homophones-lexicaux/les-homophones-soi-soit-et-soie	morphology
1	Ce collectionneur possède une toile célèbre qui date de l’an mil.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21322/lorthographe/cas-particuliers-lies-a-lorthographe/les-variantes-orthographiques-mille-et-mil	morphology
0	N’apportez aucuns changement à ce formulaire, car il sera modifié plus tard.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21440/la-grammaire/les-determinants/determinants-indefinis/accord-du-determinant-indefini-aucun	morphology
1	Le magasin vous accordera une réduction de 20 à 30 %, selon le nombre d’articles achetés.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21047/les-emprunts-a-langlais/emprunts-syntaxiques/dependant-emplois-deconseilles-calques-sur-langlais	anglicism
1	Si j’avais compris ce qu’elle voulait dire, j’aurais réagi tout autrement.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24141/la-grammaire/le-verbe/temps-grammaticaux/conditionnel/conditionnel-passe-et-plus-que-parfait-du-subjonctif	morphology
1	Ce n’est qu’à la toute fin du film que l’actrice fait une apparition.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22788/le-vocabulaire/tours-dhorizon-et-autres-explications/mises-au-point/les-constructions-tout-debut-et-toute-fin	semantic
1	Les enfants devront changer de vêtements avant le souper puisqu’ils sont couverts de boue.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24535/la-syntaxe/le-complement-du-verbe/changer-avec-ou-sans-complement	syntax
1	J’ai terminé le programme d’études Art et technologie des médias en 2015.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25437/la-typographie/mise-en-relief/italique/emploi-de-litalique-pour-les-noms-de-cours-et-de-programmes-detudes	syntax
1	La classe changera d’enseignante, car la titulaire habituelle est partie en voyage.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24535/la-syntaxe/le-complement-du-verbe/changer-avec-ou-sans-complement	syntax
1	Trois-Rivières est situé à mi-chemin entre Québec et Montréal.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21608/la-grammaire/le-nom/genre-des-noms/genre-des-noms-de-villes	morphology
1	Les recherches que nous avons fait publier ont eu du succès.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21710/la-grammaire/le-verbe/accord-du-participe-passe/cas-particuliers-daccord-du-participe-passe/invariabilite-du-participe-passe-fait-suivi-dun-infinitif	morphology
1	Oui, il viendra!	https://vitrinelinguistique.oqlf.gouv.qc.ca/23351/la-ponctuation/point-dexclamation/emplois-particuliers-du-point-dexclamation	syntax
0	Cette grande nouvelle a obnibulé son esprit pendant des mois.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23779/le-vocabulaire/barbarismes-lexicaux/obnubiler-et-le-barbarisme-obnibuler	semantic
0	Cet organisme supra-national a fait la une des journaux ce matin.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23111/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/soudure-avec-lelement-supra8217	morphology
1	Cette personne est inconnue à cette adresse.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24424/lorthographe/homophones-lexicaux/sens-des-mots-inconnu-et-inconnue	morphology
0	Je l’ai vu sortir nues-jambes ce matin.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21712/la-grammaire/ladjectif/accord-de-ladjectif/cas-particuliers-daccord-de-ladjectif/accord-de-ladjectif-nu	morphology
1	Les conséquences de tes actes auraient pu être bien pires.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22296/la-syntaxe/la-comparaison/emplois-de-ladjectif-pire	syntax
1	On a mesuré la radioactivité de certains radioéléments ou radio-isotopes.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21027/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/trait-dunion-ou-soudure-avec-lelement-radio8210	morphology
1	« Vous saisissez? Demanda-t-il.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23375/la-ponctuation/guillemets/guillemets-et-citation	syntax
1	Je ne peux pas garder tous ces souvenirs, ni les jeter.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23444/la-ponctuation/virgule/la-virgule-avec-la-conjonction-soit	syntax
1	Je visiterai la Saskatchewan.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24150/les-noms-propres/noms-geographiques-et-gentiles/noms-de-pays-et-gentiles/gentiles-des-provinces-et-des-territoires-canadiens	syntax
1	Tous les documents mentionnés ci-haut sont consultables sur notre site Internet.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22422/le-vocabulaire/tours-dhorizon-et-autres-explications/mises-au-point/les-adverbes-ci-haut-ci-bas-mise-au-point	semantic
0	Ce livre porte sur la question des mondes supra-terrestres de l’au-delà.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23111/lorthographe/emploi-du-trait-dunion/mots-composes/mots-composes-avec-prefixe-ou-element-grec-ou-latin/soudure-avec-lelement-supra8220	morphology
1	Ma grande sœur jugeait régulièrement les conflits entre mon frère et moi.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24300/la-syntaxe/le-complement-du-verbe/juger-et-ses-complements	syntax
0	La lionne fit un long seau pour se jeter sur sa proie.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22228/lorthographe/homophones-lexicaux/les-homophones-sceau-seau-saut-et-sot	morphology
1	J’ai mangé deux saint-honoré en portion individuelle pour dessert.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22670/la-typographie/majuscules/emploi-de-la-majuscule-pour-des-types-de-denominations/majuscule-aux-noms-de-produits-alimentaires	syntax
1	Je ris ou je pleure en pensant à lui.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24133/la-grammaire/les-pronoms/pronoms-personnels/la-reprise-ou-lomission-du-pronom-personnel-sujet	morphology
1	Les poissons carnassiers ont pour rôle de réguler la faune piscicole.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24545/le-vocabulaire/nuances-semantiques/difference-entre-carnivore-et-carnassier	semantic
1	Martin devra se débrouiller seul.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23474/la-grammaire/les-pronoms/pronoms-personnels/le-pronom-personnel-se	morphology
1	Ma sœur a hâte de retrouver ses copines du secondaire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24246/le-vocabulaire/nuances-semantiques/difference-entre-trouver-et-retrouver	semantic
0	Nous avons vu des expositions à nul autre pareilles.	https://vitrinelinguistique.oqlf.gouv.qc.ca/20429/la-grammaire/les-determinants/determinants-indefinis/accord-du-determinant-indefini-nul	morphology
1	La thérapeute a rapidement diagnostiqué une jalousie mesquine chez cette personne.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24632/la-syntaxe/le-complement-du-verbe/diagnostiquer-et-ses-complements	syntax
1	Chaque année, à Noël, les discussions animées entre mes oncles déclenchaient une querelle qui détonait à la manière d’une bombe.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24673/lorthographe/homophones-lexicaux/les-homophones-detoner-et-detonner	morphology
0	Les fans du premier ministre ont unanimement appuyé son idée, pourtant controversée.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24508/les-emprunts-a-langlais/emprunts-integraux/lemprunt-deconseille-fan	anglicism
1	Le patient a demandé un grand verre d’eau, qu’il a bu d’un trait.	https://vitrinelinguistique.oqlf.gouv.qc.ca/23880/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-pour-lier-un-nom-de-contenant-a-son-contenu	syntax
1	La manipulation des solutions ammoniaques commerciales requiert une grande prudence.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25251/le-vocabulaire/nuances-semantiques/difference-entre-ammoniac-et-ammoniaque	semantic
1	La pianiste a reçu un accueil chaleureux.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24283/la-grammaire/la-grammaire-actuelle/les-fonctions/le-sujet	morphology
0	Elle s’est laissée convaincre de participer à l’activité.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21711/la-grammaire/le-verbe/accord-du-participe-passe/cas-particuliers-daccord-du-participe-passe/accord-du-participe-passe-laisse-suivi-dun-infinitif	morphology
1	Ils ont accroché chacun leur manteau dans le vestiaire.	https://vitrinelinguistique.oqlf.gouv.qc.ca/21734/la-grammaire/les-determinants/determinants-possessifs/determinant-possessif-et-pronom-personnel-associes-a-chacun	morphology
1	L’usager ou l’usagère n’aura qu’à ouvrir les fichiers attachés transmis pour lire les consignes.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25455/les-emprunts-a-langlais/emprunts-semantiques/emploi-acceptable-de-lemprunt-fichier-attache	anglicism
1	Pour en savoir plus, consulter la Banque de dépannage linguistique.	https://vitrinelinguistique.oqlf.gouv.qc.ca/24208/la-grammaire/le-verbe/modes/imperatif/distinction-entre-limperatif-et-linfinitif	morphology
1	Votre cuisine succulente m’a induite malgré moi au péché de gourmandise.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22032/le-vocabulaire/paronymes/sens-et-emploi-de-enduire-et-de-induire	semantic
0	Elle est partie depuis trois mois et je la manque terriblement.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22719/les-emprunts-a-langlais/emprunts-syntaxiques/emploi-deconseille-de-je-te-manque-a-la-place-de-tu-me-manques	anglicism
1	Le règlement prendra effet quatre mois après sa publication à la Gazette officielle du Québec.	https://vitrinelinguistique.oqlf.gouv.qc.ca/25196/la-syntaxe/les-prepositions/preposition-devant-un-nom/les-prepositions-devant-le-titre-gazette-officielle-du-quebec	syntax
0	Nous ne savons rien de lui, si non qu’il habite à Rimouski.	https://vitrinelinguistique.oqlf.gouv.qc.ca/22363/la-grammaire/les-homophones-grammaticaux/les-homophones-sinon-et-si-non	morphology
